@relation Protein
@attribute Feature1 real
@attribute Feature2 real
@attribute Feature3 real
@attribute Feature4 real
@attribute Feature5 real
@attribute Feature6 real
@attribute Feature7 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature10 real
@attribute Feature11 real
@attribute Feature12 real
@attribute Feature13 real
@attribute Feature14 real
@attribute Feature15 real
@attribute Feature16 real
@attribute Feature17 real
@attribute Feature18 real
@attribute Feature19 real
@attribute Feature20 real
@attribute Feature21 real
@attribute Feature22 real
@attribute Feature23 real
@attribute Feature24 real
@attribute Feature25 real
@attribute Feature26 real
@attribute Feature27 real
@attribute Feature28 real
@attribute Feature29 real
@attribute Feature30 real
@attribute Feature31 real
@attribute Feature32 real
@attribute Feature33 real
@attribute Feature34 real
@attribute Feature35 real
@attribute Feature36 real
@attribute Feature37 real
@attribute Feature38 real
@attribute Feature39 real
@attribute Feature40 real
@attribute Feature41 real
@attribute Feature42 real
@attribute Feature43 real
@attribute Feature44 real
@attribute Feature45 real
@attribute Feature46 real
@attribute Feature47 real
@attribute Feature48 real
@attribute Feature49 real
@attribute Feature50 real
@attribute Feature51 real
@attribute Feature52 real
@attribute Feature53 real
@attribute Feature54 real
@attribute Feature55 real
@attribute Feature56 real
@attribute Feature57 real
@attribute Feature58 real
@attribute Feature59 real
@attribute Feature60 real
@attribute Feature61 real
@attribute Feature62 real
@attribute Feature63 real
@attribute Feature64 real
@attribute Feature65 real
@attribute Feature66 real
@attribute Feature67 real
@attribute Feature68 real
@attribute Feature69 real
@attribute Feature70 real
@attribute Feature71 real
@attribute Feature72 real
@attribute Feature73 real
@attribute Feature74 real
@attribute Feature75 real
@attribute Feature76 real
@attribute Feature77 real
@attribute Feature78 real
@attribute Feature79 real
@attribute Feature80 real
@attribute Feature81 real
@attribute Feature82 real
@attribute Feature83 real
@attribute Feature84 real
@attribute Feature85 real
@attribute Feature86 real
@attribute Feature87 real
@attribute Feature88 real
@attribute Feature89 real
@attribute Feature90 real
@attribute Feature91 real
@attribute Feature92 real
@attribute Feature93 real
@attribute Feature94 real
@attribute Feature95 real
@attribute Feature96 real
@attribute Feature97 real
@attribute Feature98 real
@attribute Feature99 real
@attribute Feature100 real
@attribute Feature101 real
@attribute Feature102 real
@attribute Feature103 real
@attribute Feature104 real
@attribute Feature105 real
@attribute Feature106 real
@attribute Feature107 real
@attribute Feature108 real
@attribute Feature109 real
@attribute Feature110 real
@attribute Feature111 real
@attribute Feature112 real
@attribute Feature113 real
@attribute Feature114 real
@attribute Feature115 real
@attribute Feature116 real
@attribute Feature117 real
@attribute Feature118 real
@attribute Feature119 real
@attribute Feature120 real
@attribute Feature121 real
@attribute Feature122 real
@attribute Feature123 real
@attribute Feature124 real
@attribute Feature125 real
@attribute Feature126 real
@attribute Feature127 real
@attribute Feature128 real
@attribute Feature129 real
@attribute Feature130 real
@attribute Feature131 real
@attribute Feature132 real
@attribute Feature133 real
@attribute Feature134 real
@attribute Feature135 real
@attribute Feature136 real
@attribute Feature137 real
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27}
@data
0.052825,0.048315,0.051873,0.050447,0.043901,0.050173,0.051110,0.050481,0.048747,0.050094,0.049456,0.051633,0.051191,0.048854,0.049507,0.051429,0.053495,0.044962,0.047831,0.053675,0.052809,0.047420,0.051043,0.052875,0.043927,0.050844,0.052918,0.051662,0.051195,0.048606,0.048123,0.051013,0.050450,0.049012,0.051426,0.051388,0.050869,0.046567,0.047875,0.049978,0.052550,0.047363,0.049347,0.047344,0.046353,0.049927,0.050774,0.051248,0.050420,0.050438,0.048531,0.050938,0.051405,0.050275,0.049070,0.051607,0.053458,0.044524,0.051849,0.052580,2.981577,0.090909,0.010101,0.080808,0.090909,0.050505,0.111111,0.040404,0.030303,0.040404,0.030303,0.070707,0.060606,0.070707,0.010101,0.000000,0.010101,0.080808,0.050505,0.020202,0.050505,2.772886,99,0.040404,0.404040,0.822355,0.888889,0.000000,0.250000,0.679332,0.697595,0.991379,0.989691,3.959988,0.127103,0.997537,0.114000,0.567010,0.479599,0.408505,0.941640,0.989691,3.474573,-0.061808,0.969506,0.051241,0.175258,0.552484,0.058523,0.388994,0.086634,0.038140,-0.012583,-0.052118,-0.067448,-0.058888,-0.030816,-0.004467,0.018441,0.013978,0.011732,0.009159,0.006596,0.004874,0.004406,0.005009,0.005519,0.005781,0.107577,0.060258,0.010175,-0.029787,-0.046931,-0.042592,-0.021213,-0.000967,0.016357 ,8
0.053126,0.048281,0.052625,0.050446,0.044465,0.050184,0.051921,0.050654,0.049950,0.049061,0.048033,0.051685,0.050233,0.048155,0.049292,0.052143,0.053828,0.045314,0.048084,0.052522,0.052431,0.047514,0.048542,0.051251,0.045970,0.049089,0.052645,0.050969,0.051119,0.049256,0.047437,0.050123,0.048198,0.050694,0.050684,0.052492,0.053075,0.046066,0.051039,0.051405,0.053734,0.050447,0.051421,0.050323,0.045076,0.051980,0.052815,0.050511,0.047786,0.050135,0.049363,0.052894,0.052226,0.046047,0.050406,0.051309,0.050926,0.043847,0.046973,0.051779,2.982368,0.081301,0.008130,0.081301,0.081301,0.040650,0.105691,0.024390,0.056911,0.048780,0.024390,0.048780,0.065041,0.089431,0.016260,0.032520,0.000000,0.073171,0.056911,0.024390,0.040650,2.805140,123,0.138211,0.373984,0.991511,0.800000,0.111111,0.111111,0.618902,0.621074,0.991129,0.991736,4.167339,-0.712746,0.992903,0.113150,0.785124,0.419518,0.408402,0.944013,0.991736,3.438900,0.026749,0.978415,0.044072,0.140496,0.513630,0.130960,0.355410,0.085762,0.044604,0.000810,-0.035921,-0.054576,-0.055992,-0.037580,-0.013095,0.009447,0.051083,0.046066,0.040483,0.035261,0.031213,0.028599,0.027671,0.026923,0.025889,0.109720,0.072129,0.031062,-0.004524,-0.023270,-0.026328,-0.014149,0.002267,0.017232 ,8
0.054204,0.048518,0.050674,0.051696,0.044526,0.051117,0.053117,0.050788,0.047518,0.050062,0.048185,0.050990,0.049950,0.046878,0.051758,0.054195,0.054111,0.042157,0.047188,0.052366,0.052457,0.048360,0.051451,0.053360,0.043460,0.049979,0.052595,0.052400,0.050690,0.048939,0.047648,0.050407,0.048322,0.048708,0.050305,0.051832,0.053021,0.046590,0.047004,0.052471,0.052698,0.047782,0.049877,0.047587,0.045672,0.049827,0.050608,0.049429,0.049650,0.050914,0.048771,0.050618,0.051764,0.050266,0.049042,0.051557,0.053460,0.044930,0.051989,0.053559,2.981957,0.104762,0.009524,0.123810,0.066667,0.038095,0.085714,0.028571,0.047619,0.057143,0.000000,0.038095,0.057143,0.133333,0.009524,0.000000,0.009524,0.085714,0.057143,0.009524,0.038095,2.653297,105,0.000000,0.447619,0.687650,1.000000,0.000000,0.000000,0.721465,0.409290,0.960930,0.990291,3.182155,0.069862,0.972093,0.047970,0.165049,0.476937,0.409671,0.960502,0.990291,3.187518,0.069181,0.971654,0.047993,0.165049,0.519385,0.055369,0.425246,0.087025,0.047540,0.005848,-0.025651,-0.041396,-0.041310,-0.024623,-0.008538,0.000162,0.007858,0.006782,0.005798,0.004786,0.003754,0.002736,0.001544,0.000666,-0.000117,0.093133,0.054030,0.012719,-0.018803,-0.035008,-0.034882,-0.018154,-0.002144,0.006989 ,8
0.052672,0.049425,0.052924,0.050722,0.048422,0.052028,0.051466,0.048239,0.048983,0.049143,0.048286,0.052282,0.049929,0.047223,0.047921,0.053707,0.054289,0.044251,0.047426,0.050661,0.054592,0.048825,0.052121,0.051619,0.045800,0.050503,0.050751,0.051067,0.049264,0.049437,0.049168,0.051340,0.051068,0.046555,0.049702,0.051764,0.051989,0.045733,0.047464,0.051238,0.052213,0.048480,0.050726,0.049142,0.047508,0.049093,0.049526,0.052114,0.048553,0.049181,0.049249,0.050616,0.050738,0.050455,0.048858,0.053194,0.053721,0.046260,0.049909,0.050465,2.982720,0.069767,0.023256,0.069767,0.046512,0.054264,0.108527,0.038760,0.054264,0.077519,0.038760,0.046512,0.069767,0.046512,0.031008,0.007752,0.031008,0.093023,0.062016,0.015504,0.015504,2.855939,129,0.046512,0.434109,0.845203,0.888889,0.000000,0.250000,0.693321,0.691414,0.997469,0.992126,4.003784,0.160379,0.999277,0.089196,0.519685,0.446147,0.414198,0.946892,0.992126,3.370105,-0.043032,0.969523,0.045339,0.141732,0.503902,0.106344,0.389754,0.063061,0.036526,0.008253,-0.015341,-0.028311,-0.031527,-0.028851,-0.023114,-0.015530,0.022040,0.019326,0.016529,0.013167,0.009876,0.006740,0.004425,0.002509,0.001029,0.090091,0.062250,0.030424,0.001611,-0.017901,-0.027630,-0.029860,-0.027929,-0.022056 ,8
0.051176,0.047628,0.051435,0.050598,0.042848,0.049510,0.048955,0.052547,0.050063,0.048752,0.047955,0.049827,0.047530,0.051696,0.047551,0.051541,0.053989,0.053430,0.052198,0.050771,0.051066,0.049400,0.055148,0.054161,0.045696,0.050542,0.052219,0.050544,0.051258,0.046664,0.045819,0.051956,0.047889,0.047190,0.047574,0.054357,0.053645,0.042953,0.051143,0.050774,0.050084,0.048828,0.050336,0.048331,0.048602,0.050060,0.048004,0.050107,0.051658,0.051473,0.050615,0.050786,0.052020,0.050912,0.046823,0.051646,0.052764,0.043093,0.051045,0.052812,2.972875,0.031250,0.031250,0.072917,0.020833,0.041667,0.104167,0.041667,0.031250,0.041667,0.041667,0.020833,0.166667,0.031250,0.031250,0.031250,0.031250,0.062500,0.083333,0.020833,0.062500,2.808559,96,0.000000,0.333333,0.636514,1.000000,0.000000,0.000000,0.664103,0.464882,0.968996,0.744681,3.528219,-0.129801,0.975886,0.058599,0.170213,0.575776,0.462594,0.969832,0.744681,3.500135,-0.137759,0.975767,0.058466,0.159574,0.638676,0.013935,0.347388,0.094735,0.046045,-0.000376,-0.030667,-0.041375,-0.040231,-0.019007,0.003444,0.015831,0.000343,0.000164,0.000126,0.000004,0.000044,-0.000056,-0.000070,-0.000106,-0.000098,0.100667,0.049672,0.001193,-0.030963,-0.043102,-0.041608,-0.020243,0.002104,0.015402 ,8
0.051036,0.049851,0.050966,0.050080,0.043609,0.050140,0.050100,0.050088,0.049402,0.050347,0.048828,0.050241,0.050408,0.048888,0.049792,0.050188,0.054235,0.048719,0.049915,0.053166,0.050073,0.046637,0.054122,0.050004,0.044375,0.049806,0.047833,0.050304,0.054374,0.050938,0.049490,0.047353,0.051389,0.050031,0.051319,0.050207,0.052717,0.047427,0.049144,0.052457,0.050589,0.049659,0.049626,0.048790,0.043805,0.049670,0.048642,0.048776,0.053457,0.050749,0.049580,0.048064,0.050412,0.049900,0.051219,0.050693,0.052165,0.049144,0.054127,0.050933,2.976075,0.030769,0.023077,0.053846,0.038462,0.046154,0.084615,0.061538,0.069231,0.007692,0.007692,0.015385,0.053846,0.138462,0.046154,0.038462,0.015385,0.107692,0.038462,0.084615,0.038462,2.785350,130,0.038462,0.430769,0.824302,0.888889,0.000000,0.250000,0.696146,0.697958,0.997708,0.992188,4.054323,-0.125296,0.999824,0.091366,0.812500,0.455231,0.413140,0.958309,0.992188,3.349854,0.003681,0.983919,0.041168,0.203125,0.508052,0.044179,0.447769,0.113337,0.071544,0.029143,-0.006150,-0.027605,-0.039512,-0.038422,-0.022182,0.000346,0.014138,0.011739,0.008791,0.005516,0.002601,0.000381,-0.000473,-0.000932,-0.001314,0.126002,0.084275,0.039322,-0.000287,-0.027414,-0.045229,-0.049296,-0.036587,-0.013392 ,8
0.050172,0.048764,0.051903,0.053227,0.044894,0.050539,0.050117,0.049968,0.050873,0.049241,0.049084,0.048860,0.050143,0.049439,0.050329,0.050546,0.051909,0.049170,0.051335,0.049488,0.051508,0.048815,0.050905,0.048853,0.045470,0.050061,0.049396,0.048260,0.050761,0.052585,0.050427,0.048372,0.051015,0.051292,0.048438,0.051390,0.052949,0.045696,0.050225,0.053582,0.054022,0.050395,0.053373,0.050404,0.043616,0.050084,0.048823,0.048781,0.047932,0.049198,0.048972,0.049982,0.049575,0.048856,0.052051,0.053707,0.054800,0.046530,0.049557,0.049341,2.981433,0.043689,0.024272,0.106796,0.014563,0.029126,0.063107,0.038835,0.067961,0.009709,0.058252,0.019417,0.135922,0.111650,0.019417,0.058252,0.033981,0.043689,0.033981,0.038835,0.048544,2.798702,206,0.106796,0.320388,0.922726,0.857143,0.000000,0.230769,0.607099,0.643871,0.995725,0.995098,4.323102,-0.107301,0.996925,0.069607,0.799020,0.493796,0.422003,0.964866,0.995098,3.581014,0.001048,0.977913,0.034418,0.156863,0.562553,0.117978,0.319469,0.107263,0.073991,0.038387,0.007969,-0.014240,-0.026548,-0.028687,-0.021694,-0.008061,0.048682,0.044415,0.039121,0.033769,0.028402,0.023540,0.018201,0.013209,0.009019,0.111014,0.082072,0.051533,0.025721,0.008067,-0.000955,0.000177,0.008637,0.021877 ,8
0.050844,0.049053,0.053481,0.049543,0.044705,0.050314,0.047974,0.048445,0.047929,0.050123,0.049491,0.049880,0.050048,0.051231,0.053779,0.052220,0.054042,0.046358,0.049774,0.050765,0.049920,0.049948,0.052629,0.050282,0.043844,0.050186,0.049998,0.050163,0.052206,0.049789,0.048529,0.049603,0.049384,0.049614,0.051385,0.050758,0.051511,0.048633,0.050716,0.050904,0.051439,0.049035,0.050657,0.048936,0.045101,0.050276,0.049473,0.049255,0.051892,0.049407,0.049881,0.048897,0.052369,0.048969,0.051661,0.050606,0.052613,0.048367,0.049801,0.051366,2.980327,0.032407,0.027778,0.060185,0.013889,0.064815,0.074074,0.041667,0.050926,0.018519,0.041667,0.037037,0.115741,0.162037,0.013889,0.060185,0.004630,0.027778,0.041667,0.083333,0.027778,2.758241,216,0.050926,0.296296,0.790461,0.833333,0.000000,0.363636,0.622685,0.692773,0.997213,0.995327,4.198987,-0.017699,0.999303,0.067148,0.593458,0.562649,0.465842,0.980597,0.995327,3.799977,0.014946,0.992088,0.041292,0.163551,0.591254,0.088572,0.320174,0.096822,0.066813,0.036915,0.012479,-0.000855,-0.006308,-0.003866,0.002631,0.009057,0.023261,0.018050,0.012911,0.007387,0.003234,0.000705,-0.000510,-0.001337,-0.002333,0.101954,0.075708,0.048466,0.025211,0.009656,-0.000089,-0.003164,-0.001094,0.002242 ,8
0.052517,0.050832,0.049953,0.051056,0.043994,0.050872,0.051368,0.048133,0.049592,0.049709,0.049129,0.050764,0.049268,0.048843,0.052967,0.050995,0.052831,0.046698,0.048236,0.052243,0.049838,0.048302,0.055024,0.050573,0.041162,0.050286,0.048275,0.050583,0.052153,0.051239,0.049321,0.047238,0.052255,0.048861,0.049872,0.049984,0.053243,0.048877,0.049065,0.053847,0.051613,0.047929,0.050014,0.047152,0.044616,0.050634,0.047752,0.050578,0.051381,0.050514,0.049881,0.047464,0.052243,0.050358,0.049827,0.050934,0.053199,0.049055,0.053353,0.051503,2.978570,0.060000,0.013333,0.066667,0.033333,0.040000,0.113333,0.080000,0.066667,0.006667,0.020000,0.020000,0.040000,0.100000,0.040000,0.060000,0.006667,0.080000,0.066667,0.060000,0.026667,2.806317,150,0.073333,0.433333,0.902550,0.846154,0.000000,0.333333,0.678363,0.686983,0.996387,0.993243,4.306426,-0.167454,0.997993,0.078737,0.729730,0.426237,0.409174,0.953718,0.993243,3.350127,0.003141,0.976634,0.030374,0.108108,0.510774,0.068196,0.421031,0.104014,0.061852,0.019600,-0.015200,-0.035817,-0.041398,-0.032308,-0.008130,0.015444,0.026373,0.021002,0.014561,0.008083,0.002743,-0.000829,-0.002204,-0.002550,-0.002854,0.120524,0.082844,0.044324,0.011110,-0.011134,-0.021830,-0.022298,-0.009774,0.005237 ,8
0.051197,0.049815,0.050299,0.049812,0.046214,0.050461,0.049778,0.048675,0.050104,0.050513,0.049738,0.050474,0.050628,0.049509,0.051077,0.051570,0.051848,0.047248,0.050511,0.050532,0.051076,0.050875,0.051417,0.050370,0.046634,0.052188,0.051452,0.048992,0.050458,0.048485,0.048595,0.050683,0.050676,0.048714,0.048919,0.052371,0.052292,0.046291,0.050113,0.049401,0.050955,0.050331,0.050638,0.049592,0.046622,0.052031,0.050805,0.047758,0.050845,0.049579,0.049537,0.050773,0.050897,0.048985,0.050000,0.051806,0.051785,0.046158,0.050850,0.050053,2.983685,0.046948,0.011737,0.089202,0.023474,0.061033,0.075117,0.053991,0.051643,0.021127,0.053991,0.035211,0.058685,0.089202,0.039906,0.075117,0.044601,0.053991,0.035211,0.028169,0.051643,2.904831,426,0.173709,0.187793,0.904578,0.650000,0.105263,0.526316,0.507042,0.615873,0.997791,0.997642,4.465975,0.009451,0.999276,0.035720,0.198113,0.551600,0.462175,0.984124,0.997642,3.991741,0.011369,0.994861,0.020882,0.082547,0.540218,0.216213,0.243569,0.069954,0.054271,0.037628,0.022536,0.011767,0.005431,0.002865,0.001870,0.001168,0.049685,0.043615,0.036756,0.029613,0.023010,0.017228,0.012296,0.008288,0.005469,0.043300,0.033749,0.024024,0.015735,0.010239,0.007263,0.005745,0.004415,0.002999 ,9
0.053027,0.048383,0.051835,0.048396,0.047416,0.049921,0.048995,0.049459,0.049361,0.050908,0.049683,0.049571,0.050684,0.049227,0.049280,0.054221,0.054848,0.044378,0.048878,0.051528,0.053210,0.048457,0.050760,0.049792,0.048249,0.049642,0.050257,0.048597,0.049423,0.050843,0.049212,0.049305,0.050367,0.048837,0.051051,0.053175,0.052928,0.044350,0.049295,0.052249,0.051832,0.049451,0.050859,0.048577,0.049421,0.050511,0.049177,0.049258,0.048570,0.051341,0.049913,0.050101,0.050544,0.048215,0.047998,0.052725,0.053338,0.046468,0.049353,0.052349,2.984278,0.051429,0.051429,0.034286,0.022857,0.051429,0.085714,0.034286,0.085714,0.005714,0.028571,0.022857,0.085714,0.097143,0.028571,0.051429,0.074286,0.085714,0.051429,0.011429,0.040000,2.841583,175,0.011429,0.531429,0.744899,1.000000,0.000000,0.000000,0.759822,0.408926,0.957429,0.913295,3.475058,-0.032754,0.980440,0.034342,0.069364,0.392907,0.422503,0.969615,0.994220,3.602855,-0.032921,0.990455,0.039332,0.104046,0.476524,0.083777,0.439699,0.075401,0.052732,0.027433,0.004604,-0.013643,-0.026859,-0.035542,-0.038958,-0.036147,0.010527,0.008516,0.006848,0.004960,0.003528,0.002381,0.001328,0.000647,0.000374,0.068856,0.046669,0.021894,0.000695,-0.015987,-0.028439,-0.035912,-0.038363,-0.034564 ,9
0.051505,0.052090,0.053804,0.050190,0.046347,0.053040,0.051139,0.049086,0.049063,0.049891,0.049201,0.052041,0.050647,0.046726,0.047154,0.053083,0.053542,0.043499,0.047335,0.050616,0.050505,0.051117,0.051392,0.049073,0.046150,0.052126,0.050232,0.046639,0.049462,0.050349,0.050984,0.050907,0.051535,0.049696,0.047187,0.052283,0.054467,0.045794,0.049334,0.050767,0.053234,0.049144,0.050740,0.049674,0.047830,0.050255,0.049876,0.050451,0.049671,0.050298,0.049758,0.049793,0.050436,0.048813,0.047243,0.053362,0.053339,0.045134,0.049311,0.051638,2.984651,0.071795,0.025641,0.056410,0.020513,0.056410,0.066667,0.046154,0.076923,0.020513,0.051282,0.020513,0.097436,0.030769,0.092308,0.082051,0.035897,0.071795,0.035897,0.010256,0.030769,2.859879,195,0.148718,0.441026,1.009986,0.800000,0.000000,0.357143,0.645515,0.579609,0.993575,0.994819,4.481028,-0.156758,0.994785,0.072641,0.357513,0.353438,0.441440,0.977870,0.994819,3.516108,0.045532,0.986918,0.030685,0.088083,0.409397,0.212914,0.377689,0.060912,0.038093,0.015631,0.000011,-0.008517,-0.011355,-0.010284,-0.009464,-0.009886,0.056398,0.052502,0.047401,0.041794,0.036712,0.032141,0.028061,0.024319,0.020775,0.075535,0.056648,0.037680,0.024742,0.017978,0.015376,0.015267,0.014846,0.012859 ,9
0.053300,0.054075,0.051292,0.047250,0.045002,0.053369,0.049120,0.051177,0.047901,0.049084,0.048069,0.053287,0.050308,0.046004,0.051703,0.053446,0.054217,0.044000,0.046649,0.050748,0.051979,0.049748,0.050664,0.049020,0.047340,0.049882,0.049128,0.049011,0.048326,0.049828,0.049238,0.049032,0.050251,0.049177,0.050687,0.053310,0.053213,0.048235,0.051138,0.050793,0.051819,0.049337,0.050176,0.050931,0.047897,0.050097,0.049478,0.049761,0.047839,0.050733,0.049854,0.049631,0.049940,0.049224,0.050471,0.052211,0.052962,0.046483,0.049300,0.051853,2.985935,0.096154,0.034615,0.057692,0.023077,0.038462,0.073077,0.011538,0.046154,0.026923,0.046154,0.026923,0.069231,0.107692,0.034615,0.111538,0.023077,0.061538,0.030769,0.034615,0.046154,2.849677,260,0.134615,0.311538,0.960525,0.705882,0.062500,0.437500,0.588458,0.589539,0.996930,0.996124,4.309186,-0.096603,0.999335,0.056161,0.217054,0.477431,0.422526,0.975871,0.996124,3.604768,-0.036902,0.989292,0.027489,0.093023,0.507042,0.175894,0.317064,0.077294,0.058807,0.037712,0.018395,0.002016,-0.011244,-0.021665,-0.028065,-0.032199,0.059926,0.052799,0.043539,0.033497,0.024145,0.015963,0.009441,0.005071,0.001897,0.088185,0.073787,0.057375,0.042096,0.028399,0.016817,0.007272,-0.000067,-0.006046 ,9
0.053199,0.052595,0.051344,0.047329,0.045399,0.052042,0.048986,0.051530,0.047303,0.049651,0.049109,0.052085,0.050881,0.046415,0.052041,0.052785,0.053420,0.045150,0.047403,0.051333,0.052248,0.049373,0.050625,0.049880,0.047501,0.050332,0.048852,0.049162,0.047739,0.050030,0.049664,0.049356,0.050182,0.048814,0.050234,0.053312,0.053924,0.047320,0.049964,0.051489,0.052889,0.048951,0.050983,0.048252,0.047472,0.049767,0.048881,0.050366,0.047325,0.050890,0.050098,0.048994,0.049870,0.048680,0.049032,0.053950,0.055528,0.045668,0.049716,0.052689,2.985742,0.090439,0.036176,0.041344,0.012920,0.038760,0.085271,0.012920,0.041344,0.028424,0.041344,0.018088,0.090439,0.085271,0.025840,0.085271,0.051680,0.105943,0.041344,0.041344,0.025840,2.835121,387,0.093023,0.431525,0.937081,0.857143,0.037037,0.222222,0.669241,0.635633,0.998085,0.997403,4.490819,-0.106192,0.999191,0.038885,0.488312,0.410279,0.422240,0.968057,0.997403,3.603279,-0.006575,0.992919,0.015949,0.051948,0.461695,0.142514,0.395791,0.070473,0.046625,0.021682,0.001127,-0.011699,-0.017122,-0.017242,-0.014409,-0.010980,0.045442,0.041317,0.036349,0.030922,0.025944,0.021627,0.018107,0.015310,0.013154,0.092010,0.070892,0.048497,0.029960,0.017640,0.011286,0.009823,0.011264,0.013572 ,9
0.051883,0.053072,0.052138,0.049290,0.046578,0.052220,0.050248,0.049097,0.048997,0.048978,0.048822,0.052061,0.050634,0.047190,0.051298,0.052256,0.052900,0.044417,0.047667,0.050254,0.053442,0.048575,0.051137,0.048884,0.047764,0.050712,0.049526,0.050004,0.048346,0.049309,0.049069,0.049430,0.050261,0.049663,0.050338,0.053278,0.053580,0.045948,0.049902,0.050830,0.053097,0.048865,0.050902,0.049364,0.048043,0.050700,0.050550,0.049329,0.048392,0.049901,0.049470,0.050001,0.050448,0.048928,0.050408,0.052495,0.052755,0.045927,0.049463,0.050960,2.985056,0.079890,0.033058,0.046832,0.022039,0.055096,0.074380,0.005510,0.046832,0.016529,0.055096,0.027548,0.085399,0.107438,0.033058,0.096419,0.046832,0.074380,0.046832,0.013774,0.033058,2.833283,363,0.137741,0.228650,0.899573,0.714286,0.000000,0.550000,0.545288,0.660465,0.998649,0.997230,4.497440,-0.051356,0.999184,0.042153,0.426593,0.547421,0.448984,0.971071,0.997230,3.682678,-0.026875,0.985433,0.020745,0.069252,0.530942,0.199889,0.269169,0.063953,0.046496,0.026782,0.009096,-0.003857,-0.010581,-0.011495,-0.008313,-0.004910,0.048495,0.042638,0.035958,0.028423,0.021057,0.014748,0.009513,0.005604,0.002918,0.053830,0.042356,0.029231,0.017949,0.010215,0.006875,0.007176,0.009798,0.012718 ,9
0.051160,0.049873,0.051261,0.051259,0.045772,0.051647,0.051193,0.049758,0.051795,0.049175,0.048449,0.050481,0.050114,0.047092,0.049596,0.052459,0.055373,0.044065,0.047691,0.051786,0.053180,0.050057,0.050571,0.048369,0.047293,0.049254,0.048914,0.050426,0.049966,0.048460,0.049596,0.049615,0.049076,0.049035,0.050203,0.052568,0.053824,0.048134,0.050688,0.050773,0.052668,0.052999,0.049562,0.048536,0.047646,0.050810,0.049470,0.047664,0.050741,0.049300,0.049496,0.051479,0.049853,0.048158,0.051051,0.051038,0.052881,0.045802,0.050875,0.049971,2.982146,0.096774,0.026882,0.059140,0.032258,0.026882,0.053763,0.064516,0.043011,0.032258,0.075269,0.016129,0.048387,0.080645,0.026882,0.075269,0.026882,0.096774,0.043011,0.026882,0.048387,2.883578,186,0.053763,0.354839,0.835446,0.846154,0.000000,0.333333,0.650538,0.691435,0.997165,0.994565,4.422507,0.049588,0.999570,0.095527,0.326087,0.509062,0.423557,0.975319,0.994565,3.482633,0.031098,0.985276,0.038454,0.125000,0.546771,0.119509,0.333720,0.062355,0.044343,0.026234,0.013004,0.006101,0.005676,0.009225,0.012203,0.012125,0.015377,0.013314,0.010608,0.007540,0.004745,0.002510,0.000822,-0.000389,-0.001292,0.051657,0.037979,0.024475,0.014909,0.010553,0.010587,0.012760,0.013484,0.011499 ,9
0.052400,0.049119,0.050451,0.051122,0.046273,0.052211,0.050767,0.049654,0.049508,0.048589,0.047632,0.049885,0.048955,0.046975,0.050711,0.053996,0.055846,0.047162,0.047891,0.050854,0.051915,0.047644,0.049731,0.046846,0.048070,0.050897,0.047582,0.050825,0.051199,0.050869,0.051203,0.048264,0.052098,0.051596,0.049428,0.051025,0.050513,0.046604,0.052192,0.051500,0.051263,0.049031,0.051976,0.049482,0.048312,0.049859,0.048706,0.047927,0.048205,0.050434,0.050059,0.047794,0.051118,0.049336,0.052131,0.052185,0.054459,0.044934,0.050398,0.052390,2.980790,0.038095,0.042857,0.071429,0.019048,0.033333,0.066667,0.061905,0.057143,0.009524,0.038095,0.033333,0.071429,0.119048,0.052381,0.047619,0.033333,0.066667,0.057143,0.052381,0.028571,2.890151,210,0.038095,0.366667,0.801166,0.928571,0.000000,0.153846,0.664267,0.719853,0.997935,0.995192,4.219908,0.064798,0.999742,0.068273,0.572115,0.512774,0.429255,0.966670,0.995192,3.601809,0.007922,0.987772,0.034312,0.110577,0.535699,0.070968,0.393334,0.084133,0.058533,0.030596,0.006338,-0.013320,-0.026108,-0.031411,-0.027846,-0.020773,0.019936,0.017756,0.014770,0.011707,0.008535,0.005637,0.003137,0.001233,-0.000138,0.091331,0.066369,0.038819,0.014233,-0.005960,-0.019076,-0.025454,-0.023878,-0.019687 ,9
